Hadi.	{'6', '2', '1'}
Onunla tanışmak isterim, Rock.	{'4', '2'}
İstemezsin.	{'7'}
İlk davranan kadın olmalıdır, yoksa geç kalınır.	{'2'}
- Selam, Asteğmen.	{'2'}
O arkadaşınızı da getirseydiniz, yani isterseniz.	{'5'}
- Ordu mu dedin? - Babam tek yıldızlı bir generaldi.	{'2'}
- Adamdan sayılmazdı.	{'3'}
Belki de onun, babam olmasını bekledim, ama değildi.	{'7'}
Bayağı keskin bir bıçak taşıyorsun.	{'4'}
- Hepsi bu kadar mı?	{'1'}
- Sadece bir asteğmendim.	{'6'}
Çoğu zaman tökezlerdim.	{'6'}
Savaştan döndüğümde, bir oğlum vardı.	{'5'}
Cunliffe'lerinse benim için müthiş planları vardı.	{'2'}
Bayağı dramatik bir andı.	{'2'}
Ona deli gibi aşıktın.	{'8'}
Mumu ışığındaysa çok güzelsin.	{'5'}
- Sanmıyorum.	{'1'}
Bundan hoşlanmadım, hiçbirinden.	{'4'}
- Beni aptal mı sandın? - Ne?	{'7'}
Sandım ki biz...	{'4'}
Masabaşı işi bana göre değil onun için yaratılmamışım. Kendimi kıstırılmış hissederim.  - Neyse.	{'6'}
- Teşekkürler, beyler.	{'8'}
Pasifik Filosu Başkomutanlık, hepsini zamanında ve eksiksiz istiyor.	{'8'}
Bu adalardan herhangi birini vuracak olsa Levu-Vana'yı vurur.	{'4'}
Seninle telefonda konuşmak kolay değil, ben de sana tuzak kurdum.	{'2'}
- Çok hoş. - Otursana.	{'5'}
Size yola çıktıktan sonra söylenecek.	{'1', '5'}
Burada bırakıyoruz, öyle mi?	{'3'}
- Yüzbaşı Maggie Haynes'i görmeliyim.	{'2'}
Sana Maggie diyeceğim, çünkü Rock böyle söyledi.	{'8'}
Yaptığın işi sevmiyor musun?	{'7'}
Bir benzin istasyonunda çalışmak gibi, giden arabalara bakıyorsun.	{'6'}
Hoşça kal, Yarbay.	{'4'}
Bunu kolaylaştırmanın bir yolu yok, Bayan McConnel.	{'4'}
Resmi telgrafın eline geçmesi birkaç gün alır.	{'2'}
Kaptan, Mac boşu boşuna mı öldü? Boşu boşuna mı?	{'6'}
Başladığından beri tam bir karışıklık hakim...	{'4'}
Cesareti kırılmayıp, öfkelenmeseydi, yazmazdı.	{'6'}
Beyler, gecenin asıl konusuna girelim.	{'2'}
Bunu ofisimde yaparak, içkiden ve zamandan tasarruf ederdim ama, konunun kutlanması gerek.	{'5'}
- Tebrikler, Amiral Torrey. - Teşekkürler, efendim.	{'8'}
- Başarı bayrağımızı takip etsin. - Şerefe.	{'5'}
Tebrikler, Rock...	{'8', '1'}
Powell, stratejiyi aylar önce tahmin ettiğini söylüyor. - Radikal bir tahmindi, efendim.	{'2'}
Ama, seni operasyonun, taktik komutasına yerleştirebilirim.	{'8'}
Geri geleceğim, evet, yavrum.	{'8'}
Torrey'nin kampında bir...	{'5'}
- İskele ve depolardan sorumlu olan?	{'7'}
Amiral tarafından çağrılmayı beklemiyordum, efendim.	{'7'}
Amiral beni, sakalım için mi görmek istemişti?	{'2'}
Gavabutu'da kişisel bir temsilcimin bulunmasını önermiştin.	{'7'}
Hiç çarpışma eğitimi almadım. Sanmıyorum...	{'4'}
Albay, paraşütle atlamaya var mısın?	{'2'}
- Lantz, İletişim.	{'8'}
- Öyleyim, efendim.	{'5'}
- Bizimle olduğunuza sevindim. - Yüzbaşı, nasılsın?	{'5'}
Egan, üzerinde çalıştığımız deniz haritasını çıkar.	{'2'}
- Onlara rehberlik etmem gerek.	{'8'}
Yağmur geliyor.	{'2'}
Zamanlamanızı ona göre yapın.	{'8'}
- Peki, efendim. - Pekala.  Bir şey daha...	{'4'}
Amiral Broderick böyle organize etti. - Ya bir R4D bozulursa?	{'6'}
- Unut gitsin.	{'3'}
- Teşekkürler, Bayan Dorne.	{'4'}
Diğerleri gidebilir.	{'4'}
Korkarım Yarbay Owynn hakkındaki değerlendirmenizi kabul edemem.	{'6'}
Korkarım, ben de seni Rock Torrey'nin oğlu olarak kabul edemem.	{'6'}
Amiral nerede?	{'1'}
- Doğru, efendim. Yalnız, şu anki durumda, planın gerisinde değil, ilerisindeyiz.	{'5'}
- Bunu ne zaman öğrendiniz?	{'7'}
- Neden çekildiler? - Sanırım konuları kapsamış olduk.	{'5'}
- Birşey görmedim de ne demek?	{'1'}
Anladığım kadarıyla, hindistan cevizi düştü ve ağzına geldi.	{'7'}
Torpil botlarına geri mi dönmek istiyorsun?	{'2'}
Bu çok daha zor.	{'2'}
- Teşekkürler. - Şaka değil, gerçekten, efendim.	{'8'}
- Pearl'den, uçakla. Senin yavaş geminin varması için 10 gündür bekliyorum!	{'1'}
Torrey istedi, Bev. - Hemen değil!  Bu adil olmaz.	{'4'}
Jere'le tekrar birlikte olmaya başladın, Eddington'ı görmezsin sandım.	{'7'}
- Anlıyorum. - Ona, Jere'le nişanlandığımı söylerim.	{'2'}
İçgüdü. O çekiciliğinin altında başka bir şey var.	{'7'}
Sabrina'yla mı?	{'5'}
Bu komik işte.	{'8', '5'}
- Neden bunu kapatmıyorlar?	{'2'}
Şey... baba gibi davranmaya başlayamam şimdi.	{'4'}
- Onları yere koy ve arkanı dön.	{'1'}
Gördün mü? Rahibe Hubbard olabilirmişim.	{'1'}
Bırak beni!	{'1'}
Amiral'in partisi yaklaşıyor.	{'3'}
- Gerçek bir kadın, zaten.	{'8'}
Başkomutanlığın eski kruvazörünüzü göndermesi, hoş bir jest.	{'8'}
Operasyon planını açıklayacak.	{'2'}
Denizaltına dönerken sorun çıktı.	{'7'}
- 5000 mi? - Sadece üç haftamız var demektir.	{'4'}
Halsey'inkiler bizim için keşif yapar mı acaba?	{'2'}
Elinden geleni yap, işe yarayacaksa yalvar, Egan.	{'1'}
- Selam, tatlım.	{'8', '5'}
Yakında Gavabutu'da birşeyler olacak.	{'4'}
- İyi geceler, kızlar. Yarın görüşürüz.	{'8'}
Doktor, hadi!	{'4'}
- Çok yakında.	{'2'}
- Efendim?	{'2'}
Kendine hakim olmanı istiyorum.	{'1'}
Bir şekilde bir yolunu...	{'7'}
- Hoşça kal, Jere.	{'6', '7'}
Beş gün boyunca güneşli olacak.	{'2'}
- Bul onu. - Bir şey mi oldu?	{'2'}
Operasyonla kontrol etmeden ona bir uçak mı verdin yani?	{'1'}
- Saatlerdir uğraşıyorum.	{'1'}
Rover, burası John Paul.	{'2', '5'}
Seni kaybettik.	{'4'}
Yakalayamıyorum, efendim.	{'6'}
Tamam, okuduk.	{'8'}
Burada bir şey var.	{'7', '5'}
Tekrar ediyorum, 12 muhrip.	{'4'}
Saklan.	{'5'}
Sağol Rock, ama bu koca oğlanlara daha yakından bakmamız gerek.	{'7'}
Eğer bu bebek, yoluna çıkarsa, arkanı kolla!	{'1'}
- Fazlasıyla ateş kudreti.	{'4'}
Bu, onların adayı savunmak için gösterdikleri büyük çabayı da açıklıyor.	{'8'}
Ufukta özel görev kuvveti görünüyor.	{'4'}
Çok hızlı gidemezler.	{'2'}
Biraz zorlarsak, amfibi saldırısını 48 saatte başlatabiliriz.	{'2'}
Belki, ama Paul, madalyaları avlamıyordu.	{'6'}
Nasıl bir duygu...?	{'7'}
Belki daha gürültülü.	{'3'}
Öyle korkuyorum ki, kemiklerim uyuşuyor. Ölümle zar atmak gibi.	{'4'}
Hollywood'a geri dönüp, bir daktilonun başında, tüm bunları bir film senaryosu için uyduruyor olmam gerekirdi.	{'7'}
Torpilin orada kal!	{'1'}
İşte yine vurduk!	{'3', '1'}
İki destroyer mayına çarptı...	{'6', '5'}
- İşte bu onların işini görür!	{'1'}
- Kayıp raporu?	{'6'}
Kontrolden çıkıyor!	{'7'}
Dönüşte tüm silahlar.	{'4'}
Köprüyü devralıyorum.	{'5'}
Hemşire...	{'4'}
Bırak ben konuşayım.	{'5'}
Ama iyileşeceksin.	{'8'}
Bana baktığın için teşekkürler, Mac.	{'8'}
Yenildik, öyle değil mi?	{'7'}
- Öldürülmesi zor adamsın, Amiral.	{'1'}
Geri kalanlarımızla birlikte Tokyo'da, meydan okuyacaksın.	{'1'}
Gemi güvertesinde, özel görev kuvveti komutasında olacaksın.	{'8'}
Gavabutu personeli iyi iş çıkardığı taktirde, senin emrinle yapmasalar bile, bölge komutası senin elinde. Senin itibarın olur.	{'1'}
Tuthill, efendim, Operasyon.	{'6', '4'}
- Yüzbaşı, nasılsın?	{'8', '5'}
- Çok iyi, teşekkürler, efendim.	{'2'}
Sizi mümkün olduğunca desteklemek istiyor.	{'6', '8'}
Hava durumu. - İyi değil.  Yağmur geliyor.	{'5'}
Zamanlamanızı ona göre yapın. Emredersiniz, efendim.	{'1'}
- Beni sürgünden kurtardığın için sağol.	{'7', '8'}
Şimdi...	{'3'}
- Yarbay.	{'7'}
Korumayla bağlantı kur.	{'8'}
Devam et.	{'2', '7'}
Cesaret işi doğrusu, ateş hattına gitmek.	{'7'}
- Amacına ulaştı. - Eminim ulaşmıştır.	{'3'}
- Israr edecekseniz. - Hadi bakalım beyler.	{'2'}
Amiral Torrey, operasyon planlandığı gibi gelişiyor mu?	{'7'}
- Bunu ne zaman öğrendiniz? - Neden çekildiler?	{'4'}
Selam, denizci.	{'7'}
Botlara transferinin geri yapıldığını duyduk.	{'2'}
- Tebrikler mi, teselli mi?	{'8'}
- Önemli değildi.	{'1'}
Hayatta kaldığımız için 30 gün izinliyiz.	{'6'}
Piknik bu, herkes gidiyor.	{'8'}
En azından, inanmaya devam edeceğimiz teori bu. - Şekersiz!	{'8'}
Tüm formaliteleri bir kenara bırakıyoruz. - Bu operasyondaki amiral gemim olacak.  - Teşekkürler, efendim.	{'6'}
Operasyon planını açıklayacak. Günün sonunda asıl mesele, Japonların Levu-Vana'ya sahip olmaları.	{'1'}
Bay Canfil.	{'5'}
- Bölmeme kızmadınız umarım.	{'2'}
- Otur, senin için endişelendik.	{'6'}
Denizaltına dönerken sorun çıktı. Oraya çekik gözlüler yığılmış durumda.	{'1'}
General MacArthur için Solomons'ı vuruyorlar.	{'2'}
- Sevdin mi? Onu giy, bir duş alayım, sonra da çıkarız.	{'1'}
- Ne zaman için?	{'7'}
Egan, bana şoförlü bir jip ayarla.	{'4'}
- O genç hemşire, Asteğmen Dorne...	{'8'}
Bu yüzüğü sana bıraktı.	{'2'}
Demek istediğinizi anlıyorum, efendim.	{'5'}
- Henüz gelmedi. - Bul onu.	{'2'}
- 3-3-0, efendim. İşaretler misin, Mac?	{'4'}
Okuyor musunuz? Rover, burası John Paul.	{'2'}
Daha yakından görebilmek için alçalıyorum.	{'4'}
- Durdurma şansımız var mı sanıyorsun?	{'6'}
- Deneyebiliriz. Tuthill, Personel Şefi sensin.	{'5'}
Efendim, Kaptan Eddington'ın uçuşuna ne diyelim?	{'2'}
Hayır, övme falan yok.	{'2'}
- Belki buraya yol almıyorlardı.	{'8'}
- O 15 km'nin mayınlanmasını isterim.	{'4'}
Japonlar mayınla uğraşırken, saldırabilirler.	{'6'}
Gemi parçalanıyor!	{'2'}
- Nerede...? - Pearl Harbor'a giden gemi hastanesi.	{'8'}
- Rahat olun. - Öldürülmesi zor adamsın, Amiral.	{'8'}
Maggie?	{'5'}
"- Seni seviyorum. - Ne?  - ""Seni seviyorum,"" dedim."	{'2'}
Şimdi sakinleştiysen, sanırım gidebiliriz.	{'2'}
Paul, uyan.	{'2'}
O zaman, neden beni rapor etmiyorsun?	{'7'}
Çünkü raporun bu eklenmeden de rezalet durumda.	{'8'}
Makine odası?	{'4'}
- 20 deniz mili dönüş yapın. - Emredersiniz, efendim.  - 20 deniz mili, limana doğru mu?	{'1'}
Acil çıkış sinyaline kaç gemi cevap verdi?	{'1'}
- Hiçbiri, efendim.	{'2'}
Ana rotaya dönelim.	{'8'}
- Sadece mesajı ver. Yarbay Eddington, bu eski teknenin yüzeceğini söylüyor, efendim.	{'3'}
Tam rapor.	{'8'}
- Cassiday de geliyor, efendim.	{'1'}
- Teşekkürler, efendim.	{'2', '8'}
Ve onunla getirilen adam?	{'4'}
- Teşekkürler. - Burbon.  - Üzgünüm, bira dışında birşey yok.	{'1'}
- Tamam, bira olsun.	{'5'}
İçkisiz mi kaldınız, Yarbay?	{'5'}
Bize katılmak ister misiniz?	{'1'}
- Vicki Marlowe'un sırrı nedir?	{'1'}
- Hadi, Rock. Hayır, hayır, teşekkürler.	{'4'}
- Tamam.	{'4'}
Kaptan Torrey'le tanış.	{'2'}
Bu, Bayan Bakayım... - Henderson.	{'6'}
Tutar mısın?	{'8'}
Çok beklemeyin.	{'2'}
Sanırım Neal Owynn'ı duymuş olmalısınız. Hayır.	{'2'}
Üniversitede gazetecilik okudum.	{'1'}
- Egan! Son on gündür nerede saklanıyordun?	{'2'}
Washington!	{'2'}
Onun için iyi olan, Donanma için de iyidir. Kalanlar da Neal Owynn'e yani?	{'1'}
Ev arkadaşı var, fena değil.	{'1'}
Broderick'in şarlatanı. Ağzına bir fermuar lazım.	{'2'}
O benim oğlum.	{'1'}
Bugünlerde çok çabuk geç kalınıyor.	{'6'}
Yarbay Neal Owynn'le akşam yemeği.	{'8'}
- Rahatsız etmek... - Lütfen!	{'7'}
- Babam tek yıldızlı bir generaldi.	{'1'}
Bir oğlun var...	{'8'}
- Merhaba! - Selam, Jere.	{'4'}
Size verebileceğim... Pernod ve cin...	{'2'}
Torrey'lerden uzaklaşılamıyor, galiba?	{'6'}
Sonra da Filipinler'e tayinim çıktı, bu da sonu oldu.	{'3'}
Küçük bir detayı atladın. Ona deli gibi aşıktın.	{'4'}
İyi bir ahçısın, Maggie. Mumu ışığındaysa çok güzelsin.	{'7'}
- Hayır, teşekkürler.	{'5'}
- Uzun yol mu?	{'1'}
- Alo? - Yarbay Powell.	{'1'}
Bir saniye.	{'6'}
- Kurtulan yok mu?	{'7'}
- Orada mısın, 26?	{'7'}
Mac'den gelen bir mektubun bir kısmını okumak istiyorum sana.	{'4'}
Torrey, sen benim Grant'ım olacaksın.	{'1'}
Broderick'le nasıl uğraşacaksın, o senin bileceğin iş.	{'8'}
Hadi gel.	{'8'}
Harika, teşekkürler, efendim.	{'5'}
- 20 deniz mili, limana doğru mu?	{'7'}
- Başka seçenek yok. Bekleyelim.	{'6'}
Belki de rastlaşmışlardır?	{'4'}
- Lütfen!	{'4'}
- Ordu mu dedin?	{'2'}
- Henüz evlendin.	{'5'}
- Bana konyak.	{'5'}
- Beni aptal mı sandın?	{'7'}
Masabaşı işi bana göre değil onun için yaratılmamışım. Kendimi kıstırılmış hissederim.	{'6'}
- Çok hoş.	{'5'}
- Kaptan Rockwell Torrey'den sevgilerle.	{'5'}
Filo bensiz yapamaz, bu ada batar!	{'4'}
Kaptan, Mac boşu boşuna mı öldü?	{'6'}
Doğru mu?	{'1'}
- Değişmeye zamanınız olur.	{'1'}
- Tebrikler, Amiral Torrey.	{'8'}
- Başarı bayrağımızı takip etsin.	{'5'}
- İyi akşamlar.	{'8'}
Powell, stratejiyi aylar önce tahmin ettiğini söylüyor.	{'2'}
Bu süt ve bal topraklarında sizi ilk karşılayan olmama izin verin.	{'2'}
- Bizimle olduğunuza sevindim.	{'5'}
Bir tabur bu tepeleri gece geçebilir mi?	{'2'}
- Ne zaman?	{'2'}
Bir şey daha... Amiral Broderick bize sadece 10 uçak izni verdi...	{'4'}
- Canfil, hırsızların arasına düştünüz.	{'1'}
- Hemşire!	{'4'}
- Ne planladığınızı sorabilir miyim?	{'4'}
Broderick'in bu detayları nasıl bildiği hakkında fikrin var mı?	{'1'}
- Onlarla birlikte.	{'1'}
- Dikkat!	{'2'}
Yalnız, şu anki durumda, planın gerisinde değil, ilerisindeyiz.	{'5'}
- Adanın elimizde mi yani?	{'7'}
- Sanırım konuları kapsamış olduk.	{'5'}
- Broderick'le gitmiyor musun?	{'7'}
- Bunu yapamazsın...	{'1'}
Yap bakalım.	{'8'}
Tam zamanında yetiştin.	{'2'}
- Var.	{'8'}
Terkedilmiş bir adada beraber olmak için en iyi subay olarak seni seçtik.	{'3'}
- Şaka değil, gerçekten, efendim.	{'8'}
Senin yavaş geminin varması için 10 gündür bekliyorum!	{'1'}
Bu harika!	{'5'}
- Hemen değil! Bu adil olmaz.  - Hayır, hemen değil.	{'4'}
- Ona, Jere'le nişanlandığımı söylerim.	{'2'}
Neden ondan hoşlanmıyorsun?	{'6'}
O çekiciliğinin altında başka bir şey var.	{'7'}
- Annie, hazır mısın?	{'2'}
Nişanlıyım.	{'5'}
- Savaş gemisi daha rahatlatıcı olurdu.	{'8'}
- Sadece üç haftamız var demektir.	{'4'}
- Eğlenmişsindir.	{'8'}
- Şimdi.	{'2'}
- Günaydın, efendim.	{'5'}
- Sadece onu bul.	{'3'}
- Derhal.	{'2'}
İletme zayıf.	{'4'}
Seni kaybettik. Devam et.	{'4'}
Yakalayamıyorum, efendim. Uzaklaşıyor.	{'6'}
Açık verdiğinde, elime düştüğünde, seni bekliyor olacağım. O zaman şuraya gireceksin.	{'2'}
Bu saçmalıklara katlanmak zorunda olmadığımı söylemek istiyorum.	{'3'}
Kafesten sonra da... Kendi ellerimle seni Japonlar'a teslim edeceğim.	{'1'}
Efendim, madem siz istiyorsunuz...	{'6'}
Teslimatı var.	{'7'}
Onu yanıma getir.	{'1'}
Kral seni görmek istiyor.	{'5'}
Kraliyet ailesi bizim için çok önemlidir.	{'1'}
Ortalıkta pek dolaşmam. - Adın ne?	{'7'}
- Öyle mi?	{'5'}
Biraz önce yedim.	{'2'}
- Evet. Sen millet değilsin, Kral.	{'1'}
Memlekette bakkal dükkanı işletirler.	{'2'}
Güzel değil mi? Max yaptı onu bana.	{'5'}
- Oldukça iyi konuşuyorsun, değil mi?	{'2'}
Fena değil. Hiç fena değil.	{'7'}
- Son derece nefis, demek. - Öyle mi?  Son derece nefis, dediğinde ne demek istemiş olursun?	{'7'}
Unut gitsin.	{'1'}
Altın yüzük ha! Vay canına.  - Çok kötü, efendim.	{'1'}
Öyle değil mi? Şansını zorlama onbaşı.	{'7'}
- Hayır, evliliğin sözünü bile etmedi.	{'5'}
- Yoksa beni suçluyor musunuz?	{'1'}
- Evet, nasıl oynanır?	{'2'}
Sadece 20'yi 30'a çıkarmıştım.	{'1'}
Dışarı çıkmıştım.	{'7'}
Konuşmadan iğrenç bir şey pişirmeyeceğimize...	{'1'}
Çok hasta olanlar için. Sen de hastaydın, hatırladın mı?	{'3'}
Yalan istemem. Townsend?	{'1'}
Bu alçak beni yiyeceğini çalmakla suçladı. - Çaldın.	{'1'}
Artık acı hissetmeyecek. Neden öldü?	{'8'}
Sadece şanslıyım. Hayır.	{'1'}
İlaç verme yetkisi doktorlarda. Ona kinin ver ve Florence Nightingale gibi davranmayı bırak.	{'1'}
- İyi akşamlar doktor.	{'5'}
Tuhaf bir ad.	{'6'}
- Tabi onu oraya başkası koymadıysa.	{'7'}
- Bugün bir mahkeme kurmuşlar. - Tayın çalarken yakalanmış.	{'7'}
- Anladım. İster cinayet, ister intihar, bence layığını bulmuş, ne dersiniz?	{'5'}
Tamam, bırakın şunu! Durun!  Bırakın şunu.	{'1'}
Öldürmeyin.	{'8'}
- Battaniyemle mi? Çıldırdın mı sen?	{'8'}
Tüm saray saygı içinde dinlesin.	{'1'}
- Bunun sıçanla alakası ne? Tanrım.	{'4'}
Çıldırmışsın. Kim fare eti satın alır ki?  Bırak da bitireyim.	{'1'}
Başka bir şey düşünürüz. Niye hep itiraz ediyorsunuz?	{'4'}
Japonlar bunda başarılıymış. - Aptal, onlar yumurtada başarılı.	{'8'}
- Vexley mi? Vexley de kim?	{'2'}
Rahat mısınız?	{'2'}
Şey teşekkürler onbaşı.	{'8'}
Anlamı, altı ay içinde her yer tikas dolacak. Tanrım.	{'3'}
Siz çene çalarken ben iş yapıyordum. - Eşini buldum.	{'2'}
- Verdiler.	{'6'}
Çakmağı unutmadım. Neden söz ettiğini anlamıyorum.	{'1'}
Çiğneyeceksin Marlowe. Ruhunu satarsan, ödeme yapman gerekir.	{'3'}
Kişi arkadaşından belli olur.	{'1'}
Hayır. Hayır.  Şakaydı.	{'5'}
Elimden geleni yaptım.	{'5'}
Ama... Ama ne yapmam lazım?	{'2'}
Sana güveniyorum.	{'6'}
Son teklifi 2200.	{'8'}
- Maalesef efendim. Bunu alana kadar canım çıktı.	{'6'}
Seni parasız çalıştıracağımı mı sanıyordun?	{'5'}
Gel yaşamın gerçeklerini gözden geçirelim.	{'1'}
Senin binbaşı Prouty'nin sattığı şey sahteydi.	{'6'}
Masraflara gelince.	{'8'}
2200'den 1120 çıkar, 1080 dolar eder. Yüzde 10'u 108 eder.	{'1'}
Sana 110 verdim. Bana 2 dolar borçlusun.	{'8'}
Maaşını ver, olur mu?	{'2'}
Cinayet.	{'1'}
Cinayetle suçlanmasını istiyorum. Divan-ı harbin toplanmasını istiyorum!	{'7'}
Cinayetle suçlanmasını istiyorum!	{'4'}
- Albay o bir tavuk, çocuk değil.	{'1'}
- O köpeği ortadan kaldır. - Ne demek istiyorsunuz?	{'1'}
- Benden bunu isteyemezsiniz. - Tabi ki isterim.	{'1'}
Sana buraya girmemen söylenmişti.	{'1'}
- Albay gitmezseniz sizi hapsederim. Seninle hesaplaşacağım.	{'1'}
Çok kolay bir şey. Ne istersen yaparım.	{'6'}
Lütfen bize yardım edin.	{'4'}
İçeri girin.	{'5'}
Gerçek mi?	{'2'}
- Griffiths, sen misin?	{'1'}
Kaşığı yaladığın için teşekkürler.	{'5'}
Haydi ama, bize söylemen lazım, nereden buldun bunu?	{'4'}
Tanrım, ne yapacağımı bilmiyorum.	{'7'}
- Bir dakika. Bilince mi işler değişiyor?	{'8'}
2163 subay ve asker 205 kg pirinç, adam başına 115 gram.	{'2'}
Bu ağırlıkla oynanmış.	{'6'}
Ağırlık hatalıysa piyasaya çıkarılmaz.	{'4'}
- Hiçbir şey efendim. - Sana inanmıyorum.  - Beni suçlayamazsınız efendim.	{'1'}
Dışarı çıkıp bunu herkese göstereceğim...	{'1'}
- Bir dakika efendim. Haklısınız.	{'4'}
- ...beni ele vereceğini söyledi. - Sus salak!  Buna inanma.	{'7'}
Doğruyu söyleyin albay.	{'6'}
- Bunlar bir felaket.	{'3'}
Yani bizim akıllı telefonumuz en akıllısı olmalı. - Evet.	{'4'}
- Yani çok faydalı! - Evet!	{'3'}
- Kalsaydın ya Isabelle.	{'8'}
- İyi geceler Dirk. İyi geceler.  - İyi geceler.	{'8'}
- Bence müthiş bir ikili olduk. - Evet, öyle.	{'8'}
Bu özelliğine bayılıyorum.	{'8'}
Kampanya için aklıma parlak bir fikir geldi de. - Bana uğrayabilir misin?	{'2'}
Bakarım.	{'8'}
- Popomu çok beğeniyorum.	{'5'}
- Evet, ama geri kalanı hakkında ne diyorsun?	{'2'}
- Bence çok zekice.	{'8'}
Bütçelerin, araştırma hesaplarının, mali durumların dökümünü istiyorum. - Sabaha masamda olsun.	{'1'}
- Christine, yarına yetiştiremem...	{'6'}
Günaydın.	{'5'}
- Hallettin mi? Evet, galiba.	{'8'}
Arkadaşımın yeni kot pantolonu ne kadar seksi?	{'2', '5'}
Oldukça seksi! Ama ben...	{'5'}
Birlikte kafa patlattığımız şeylerden de haberin var. Bence bu işi kıvırırsın.	{'8'}
Londra'yı avucunun içi gibi bilir. Emin ellerde olacaksın.	{'8'}
Arka cebimdeki şu meret de nesi?	{'4'}
- Kıç kamerası. - Ne?	{'7'}
Hadi bunu kutlayalım.	{'2'}
Margaux'da saat sekize yemek rezervasyonu yaptırdım.	{'8'}
Çok garip, gecenin bir vakti beynime fikirler üşüştü.	{'2'}
- Fevkalade!	{'7'}
Artık söyleyebilirim. Buraya bizzat gelmeyeceğini duyduğumda biraz endişelenmiştim doğrusu.	{'4'}
Yıllık muhasebe denetlemesi yaklaşıyor, burada kalsam daha iyi olur dedim.	{'2'}
Müthiş.	{'5'}
Fikrini kendiminmiş gibi gösterdim diye dehşete mi düştün?	{'1'}
New York'u çok istiyordum, ama fazla da ümitlenmiyordum.	{'6'}
